ID_Intervention,Date,ID_Machine,Type_Panne,Duree_Arret_h,Technicien,Pieces_Changees
INT-01357,2024-08-08,CMP-002,,41.75,I. Garcia,Joint torique NBR 40x3
INT-01358,2024-05-23,CNC-010,Panne Pneumatique,26.25,Nicolas Michel,
INT-01359,2024-10-21,CNC-002,Défaut capteur,2.25,julie moreau,Electrovanne 5/2
INT-01360,2024-04-13,CMP-007,Panne Mécanique,20.25,Alexandre Petit,Aucune
INT-01361,2024-03-16,PMP-010,Fuite,32.25,Céline Lefebvre,Disjoncteur C16
INT-01362,2024-11-25,CVY-003,Panne Électrique,30.00,Isabelle Garcia,Disjoncteur C16
INT-01363,2024-01-13,CVY-010,Fuite,20.50,Sophie Bernard,"Vérin pneumatique ISO 6432, Fusible 10A"
INT-01364,2024-06-21,CNC-006,Vibration Anormale,7.50,Marie Simon,Joint torique NBR 40x3
INT-01365,2024-03-28,CMP-002,Panne Pneumatique,3.75,Sophie Bernard,Capteur inductif M12
INT-01366,2024-09-05,PMP-004,Panne Hydraulique,46.0.50,Céline Lefebvre,"Vérin pneumatique ISO 6432, Joint torique NBR 40x3"
INT-01367,2024-02-16,CVY-001,Panne Mecanique,36.50,Pierre Rodriguez,-
INT-01368,2024-10-17,CMP-002,Surchauffe,22.75,Thomas Laurent,-
INT-01369,2024-01-21,MOT-003,Usure Normale,4.50,Isabelle Garcia,Roulement SKF 6205
INT-01370,2024-01-16,PMP-005,Fuite,48.50,Sophie Bernard,Electrovanne 5/2
INT-01371,2024-02-28,CNC-005,Panne Électrique,40.50,Pierre Rodriguez,"Disjoncteur C16, Capteur inductif M12"
INT-01372,2024-04-17,CNC-008,Surchauffe,0.25,Thomas Laurent,Disjoncteur C16
INT-01373,2024-09-30,PMP-001,Panne Mécanique,11.75,Pierre Rodriguez,"Filtre hydraulique HF35, Fusible 10A"
INT-01374,2024-07-28,CVY-010,Défaut Lubrification,38.00,Céline Lefebvre,Courroie HTD 800-8M
INT-01375,2024-09-22,CMP-001,,20.75,Céline Lefebvre,Roulement SKF 6205
INT-01376,2024-11-06,CMP-006,Panne Mécanique,19.75,Marie Simon,
INT-01377,2024-02-25,CVY-008,Panne Mécanique,35h30,Sophie Bernard,Contacteur LC1D09
INT-01378,2024-09-21,PMP-005,Panne Mécanique,9.75,Isabelle Garcia,"Fusible 10A, Vérin pneumatique ISO 6432"
INT-01379,2024-10-11,CVY-010,Panne Hydraulique,10.75,Julie Moreau,Joint torique NBR 40x3
INT-01380,2024-12-09,CNC-009,Fuite,19.00,Pierre Rodriguez,Relais temporisé
INT-01381,2024-12-22,CVY-007,Def. Lubrification,15.00,Nicolas Michel,
INT-01382,2024-01-09,MOT-010,Def. Lubrification,37h30,Céline Lefebvre,"Joint torique NBR 40x3, Courroie HTD 800-8M"
INT-01383,2024-08-13,MOT-007,Panne Mécanique,13.75,Thomas Laurent,Huile ISO VG 68
INT-01384,2024-04-17,MOT-006,Défaut Capteur,18.25,Céline Lefebvre,"Variateur ATV320, Filtre hydraulique HF35"
INT-01385,2024-01-25,CNC-004,Défaut Capteur,19.00,Alexandre Petit,"Graisse lithium NLGI 2, Courroie HTD 800-8M"
INT-01386,2024-07-25,PMP-005,Vibration Anormale,15.25,Julie Moreau,Relais temporisé
INT-01387,2024-06-11,CNC-007,Usure Normale,26.00,Julie Moreau,"Contacteur LC1D09, Graisse lithium NLGI 2, Fusible 10A"
INT-01388,2024-05-06,CNC-003,Panne Pneumatique,5.50,Alexandre Petit,"Disjoncteur C16, Contacteur LC1D09"
INT-01389,2024-07-19,CVY-005,Panne Électrique,7.00,Thomas Laurent,Joint torique NBR 40x3
INT-01390,2024-11-11,CMP-001,Défaut Capteur,48.50,Martin Dupont,Vérin pneumatique ISO 6432
INT-01391,2024-11-09,CMP-003,Panne Électrique,5.00,Nicolas Michel,"Contacteur LC1D09, Câble 3G2.5"
INT-01392,2024-09-24,CNC-007,Usure Normale,19.25,N.Michel,
INT-01393,2024-06-25,MOT-003,Panne Hydraulique,29.25,Alexandre Petit,Contacteur LC1D09
INT-01394,2024-04-07,CNC-004,Usure Normale,40.75,Marie Simon,"Variateur ATV320, Fusible 10A"
INT-01395,2024-11-21,CMP-008,,29.50,Nicolas Michel,Huile ISO VG 68
INT-01396,2024-09-17,MOT-002,Défaut Lubrification,6.25,Julie Moreau,
INT-01397,2024-07-22,CVY-002,Défaut Capteur,6.00,Martin Dupont,Fusible 10A
INT-01398,04/10/2024,CNC-008,Surchauffe,25.25,Alexandre Petit,"Câble 3G2.5, Variateur ATV320"
INT-01399,17-12-2024,PMP-003,Panne Électrique,22h00,Julie Moreau,"Graisse lithium NLGI 2, Capteur inductif M12"
INT-01400,2024-07-24,MOT-008,Panne Mécanique,47.25,Marie SIMON,Contacteur LC1D09
INT-01401,2024-10-10,CMP-008,Panne Pneumatique,47 heures 0 min,julie moreau,"Roulement SKF 6205, Vérin pneumatique ISO 6432"
INT-01402,2024-08-18,CNC-002,Panne Hydraulique,29 heures 30 min,Martin Dupont,Câble 3G2.5
INT-01403,2024-06-29,PMP-007,Usure normale,1.00,RODRIGUEZ,Câble 3G2.5
INT-01404,2024-12-30,MOT-009,Def. Lubrification,8.75,Sophie Bernard,Capteur inductif M12
INT-01405,2024-09-09,PMP-006,Panne Hydraulique,9.50,Julie Moreau,"Huile ISO VG 68, Relais temporisé"
INT-01406,2024-05-01,MOT-005,Usure Normale,44.25,Pierre Rodriguez,"Fusible 10A, Graisse lithium NLGI 2"
INT-01407,2024-07-10,MOT-010,Panne Mécanique,46.25,Marie Simon,Graisse lithium NLGI 2
INT-01408,2024-03-30,CNC-002,Panne Hydraulique,42.25,Isabelle Garcia,
INT-01409,2024-08-26,MOT-010,Panne Mécanique,47.50,Julie Moreau,"Contacteur LC1D09, Disjoncteur C16, Graisse lithium NLGI 2"
INT-01410,2024-01-12,CVY-006,Défaut Capteur,37.00,Sophie Bernard,"Variateur ATV320, Roulement SKF 6205, Contacteur LC1D09"
INT-01411,2024-01-21,CVY-010,Panne Mécanique,38.50,Sophie Bernard,"Capteur inductif M12, Huile ISO VG 68"
INT-01412,2024-03-10,CNC-004,Fuite,7.75,Sophie Bernard,
INT-01413,2024-08-30,CMP-003,Fuite,36.75,Martin Dupont,Electrovanne 5/2
INT-01414,2024-03-31,PMP-001,Vibrations Anormales,36.5,Alexandre Petit,Fusible 10A
INT-01415,2024-03-12,CVY-006,Usure Normale,37.00,Thomas Laurent,Graisse lithium NLGI 2
INT-01416,2024-10-13,PMP-002,Panne Pneumatique,35.00,Alexandre Petit,
INT-01417,2024-09-29,CVY-002,Défaut Lubrification,47.50,Julie Moreau,"Contacteur LC1D09, Graisse lithium NLGI 2"
INT-01418,2024-02-28,MOT-005,Usure Normale,28.25,Nicolas Michel,"Huile ISO VG 68, Filtre hydraulique HF35"
INT-01419,2024-10-24,PMP-004,Panne Mécanique,14.0.00,Thomas Laurent,"Roulement SKF 6205, Variateur ATV320"
INT-01420,2024-04-25,CNC-001,Fuite,16.75,A. PETIT,Roulement SKF 6205
INT-01421,2024-05-17,MOT-004,Surchauffe,47.50,Thomas Laurent,"Capteur inductif M12, Filtre hydraulique HF35"
INT-01422,18/09/2024,PMP-008,Usure Normale,3.00,Alexandre Petit,"Graisse lithium NLGI 2, Huile ISO VG 68, Variateur ATV320"
INT-01423,2024-07-12,PMP-003,Panne Électrique,35.25,A. PETIT,"Huile ISO VG 68, Fusible 10A"
INT-01424,2024-02-13,PMP-007,Surchauffe,4h30,Isabelle Garcia,Joint torique NBR 40x3
INT-01425,2024-08-23,CNC-009,Vibrations Anormales,41.25,Marie Simon,Graisse lithium NLGI 2
INT-01426,2024-11-22,MOT-006,Panne Mécanique,29.75,Isabelle Garcia,Variateur ATV320
INT-01427,2024-04-11,CNC-010,Fuite,20 heures 30 min,Thomas Laurent,Roulement SKF 6205
INT-01428,2024-12-30,MOT-002,Panne Électrique,45.00,S.Bernard,"Disjoncteur C16, Capteur inductif M12"
INT-01429,2024-06-18,PMP-010,surchauffe,2.50,Thomas Laurent,Courroie HTD 800-8M
INT-01430,2024-08-29,MOT-001,Panne Hydraulique,6.50,S.Bernard,-
INT-01431,2024-05-29,MOT-005,Fuites,27.25,Sophie Bernard,"Variateur ATV320, Disjoncteur C16, Contacteur LC1D09"
INT-01432,2024-11-07,MOT-010,Usure Normale,11.75,Thomas Laurent,Câble 3G2.5
INT-01433,2024-06-19,PMP-008,Panne Hydraulique,20.50,M. Dupont,"Contacteur LC1D09, Relais temporisé"
INT-01434,2024-04-12,CNC-002,Défaut Lubrification,16.00,Céline Lefebvre,Capteur inductif M12
INT-01435,2024-11-17,CVY-003,Panne Électrique,14.25,T.Laurent,
INT-01436,2024-04-15,MOT-001,Vibrations Anormales,43.25,Isabelle Garcia,
INT-01437,2024-01-10,CMP-005,Fuite,9.75,Isabelle Garcia,Courroie HTD 800-8M
INT-01438,2024-12-05,CNC-007,Panne Hydraulique,14.25,Isabelle Garcia,Huile ISO VG 68
INT-01439,2024-10-06,PMP-005,Panne Hydraulique,4.00,Celine Lefebvre,Huile ISO VG 68
INT-01440,2024-09-21,CVY-008,Défaut Capteur,46.50,Céline Lefebvre,Câble 3G2.5
INT-01441,2024-08-10,CMP-010,Fuite,0.25,Julie Moreau,"Graisse lithium NLGI 2, Contacteur LC1D09"
INT-01442,2024-03-12,CMP-010,Panne Mécanique,3.25,Julie Moreau,"Vérin pneumatique ISO 6432, Huile ISO VG 68"
INT-01443,2024-08-29,CMP-007,Défaut Lubrification,42.00,Marie SIMON,Câble 3G2.5
INT-01444,2024-12-30,MOT-001,Panne Pneumatique,30.00,Sophie Bernard,"Capteur inductif M12, Contacteur LC1D09, Fusible 10A"
INT-01445,2024-01-16,CVY-002,Panne Hydraulique,34.50,Nicolas Michel,"Joint torique NBR 40x3, Relais temporisé"
INT-01446,2024-11-27,PMP-010,Vibration Anormale,30.75,Sophie Bernard,"Capteur inductif M12, Roulement SKF 6205"
INT-01447,2024-04-09,PMP-004,Vibration Anormale,6 heures 45 min,Julie Moreau,"Contacteur LC1D09, Graisse lithium NLGI 2, Variateur ATV320"
INT-01448,2024-03-03,CVY-007,Défaut Lubrification,2.75,Alexandre Petit,Fusible 10A
INT-01449,2024-06-21,PMP-007,Vibrations Anormales,18 heures 15 min,Pierre Rodriguez,"Capteur inductif M12, Contacteur LC1D09"
INT-01450,2024-11-29,CNC-010,Panne Electrique,36.25,Pierre Rodriguez,Contacteur LC1D09
INT-01451,2024-10-06,PMP-001,Usure Normale,23.75,Alexandre Petit,"Relais temporisé, Roulement SKF 6205, Capteur inductif M12"
INT-01452,2024-11-28,CVY-006,Vibrations Anormales,3 heures 0 min,Marie Simon,"Variateur ATV320, Vérin pneumatique ISO 6432, Fusible 10A"
INT-01453,2024-11-17,CVY-001,Panne Hydraulique,33.25,Sophie Bernard,Câble 3G2.5
INT-01454,2024-01-03,CVY-009,Surchauffe,46.75,Alexandre Petit,"Variateur ATV320, Filtre hydraulique HF35"
INT-01455,2024-09-01,MOT-002,Surchauffe,0.75,Pierre Rodriguez,Filtre hydraulique HF35
INT-01456,2024-01-18,CMP-008,Défaut Capteur,39.25,Martin Dupont,"Fusible 10A, Relais temporisé"
INT-01457,2024-07-28,CMP-010,Défaut Lubrification,11.50,Céline Lefebvre,"Roulement SKF 6205, Vérin pneumatique ISO 6432, Disjoncteur C16"
INT-01458,2024-01-10,PMP-007,Usure Normale,7.50,Celine Lefebvre,Aucune
INT-01459,2024-05-05,MOT-005,Panne Pneumatique,24.50,Pierre Rodriguez,
INT-01460,2024-01-09,MOT-004,Défaut capteur,48.75,Isabelle Garcia,"Graisse lithium NLGI 2, Filtre hydraulique HF35"
INT-01461,2024-12-20,MOT-009,Surchauffe,11.00,Julie Moreau,Graisse lithium NLGI 2
INT-01462,02/11/2024,CMP-004,Vibrations Anormales,34.00,RODRIGUEZ,"Graisse lithium NLGI 2, Disjoncteur C16"
INT-01463,2024-11-22,MOT-007,Fuite,47.00,Martin Dupont,"Huile ISO VG 68, Graisse lithium NLGI 2"
INT-01464,2024-10-31,CVY-001,Fuite,9.75,Marie Simon,Graisse lithium NLGI 2
INT-01465,2024-11-07,CMP-004,Vibrations Anormales,41.25,Martin Dupont,Filtre hydraulique HF35
INT-01466,2024-07-22,MOT-005,Vibrations Anormales,24.50,Marie Simon,Aucune
INT-01467,2024-01-29,CVY-006,Usure Normale,8.00,Thomas Laurent,Huile ISO VG 68
INT-01468,2024-12-17,CMP-009,Panne Électrique,3.50,Thomas Laurent,"Graisse lithium NLGI 2, Roulement SKF 6205"
INT-01469,2024-10-20,CMP-004,Def. Lubrification,48.5,Sophie Bernard,Electrovanne 5/2
INT-01470,2024-06-27,PMP-009,Panne Mécanique,35.25,Nicolas Michel,Fusible 10A
INT-01471,2024-05-27,CMP-004,Vibrations Anormales,28.50,Sophie Bernard,Contacteur LC1D09
INT-01472,2024-06-19,CVY-009,Vibrations Anormales,10.00,Pierre Rodriguez,"Courroie HTD 800-8M, Capteur inductif M12"
INT-01473,2024-02-11,MOT-008,Surchauffe,12.75,Isabelle Garcia,
INT-01474,2024-05-02,MOT-002,Panne Hydraulique,18.25,Nicolas Michel,Courroie HTD 800-8M
INT-01475,2024-12-27,CMP-010,Usure Normale,25.00,N.Michel,Graisse lithium NLGI 2
INT-01476,2024-03-16,CVY-007,Défaut Lubrification,37.25,Sophie Bernard,Variateur ATV320
INT-01477,2024-09-12,CMP-001,Défaut Lubrification,40.00,Céline Lefebvre,Joint torique NBR 40x3
INT-01478,2024-04-04,MOT-006,Panne Pneumatique,33.50,Marie Simon,Roulement SKF 6205
INT-01479,2024-06-03,MOT-007,Vibrations Anormales,12.50,Isabelle Garcia,
INT-01480,2024-04-17,CNC-007,Défaut Lubrification,32.50,Sophie Bernard,"Disjoncteur C16, Câble 3G2.5"
INT-01481,11.06.2024,CMP-005,Surchauffe,23.75,Martin Dupont,"Electrovanne 5/2, Graisse lithium NLGI 2"
INT-01482,2024-09-08,CVY-003,Surchauffe,10.00,Julie Moreau,"Variateur ATV320, Huile ISO VG 68"
INT-01483,2024-09-17,CMP-003,,15.00,Julie Moreau,Filtre hydraulique HF35
INT-01484,2024-03-27,PMP-005,Défaut Lubrification,14.25,Nicolas Michel,"Vérin pneumatique ISO 6432, Huile ISO VG 68, Electrovanne 5/2"
INT-01485,2024-05-18,CMP-004,Surchauffe,10.50,Pierre Rodriguez,"Huile ISO VG 68, Variateur ATV320"
INT-01486,2024-03-10,MOT-010,Défaut Capteur,48.25,I. Garcia,"Relais temporisé, Capteur inductif M12"
INT-01487,2024-06-05,PMP-009,Défaut Capteur,19.75,Sophie Bernard,"Disjoncteur C16, Contacteur LC1D09"
INT-01488,2024-12-31,CNC-004,Surchauffe,33.50,Marie Simon,Huile ISO VG 68
INT-01489,2024-11-15,CVY-002,Surchauffe,2.50,A. PETIT,"Electrovanne 5/2, Vérin pneumatique ISO 6432"
INT-01490,2024-07-09,MOT-010,Usure Normale,22.25,Céline Lefebvre,
INT-01491,2024-07-06,PMP-006,Usure Normale,9.00,julie moreau,Joint torique NBR 40x3
INT-01492,2024-03-01,MOT-006,Panne Hydraulique,10:45,Isabelle Garcia,"Huile ISO VG 68, Relais temporisé"
INT-01493,2024-08-31,CVY-005,Surchauffe,14.00,N.Michel,Aucune
INT-01494,2024-06-30,CMP-003,Panne Électrique,39.25,Julie Moreau,Fusible 10A
INT-01495,2024-02-02,CNC-003,Usure Normale,48.75,Nicolas Michel,Variateur ATV320
INT-01496,2024-08-04,MOT-001,Défaut Lubrification,37.00,Sophie Bernard,Capteur inductif M12 | Variateur ATV320 | Roulement SKF 6205
INT-01497,2024-09-11,MOT-010,Usure Normale,8.25,julie moreau,Electrovanne 5/2
INT-01498,2024-02-08,CNC-009,Panne Mécanique,28.25,M. Dupont,Fusible 10A
INT-01499,2024-02-21,CVY-008,Surchauffe,33.25,M. Dupont,
INT-01500,2024-10-01,PMP-003,Défaut Capteur,12.50,Isabelle Garcia,"Capteur inductif M12, Roulement SKF 6205"
INT-01501,2024-12-29,CNC-005,Panne Électrique,4h00,Isabelle Garcia,Filtre hydraulique HF35
INT-01502,2024-10-14,CNC-009,Panne Électrique,43.25,Martin Dupont,"Contacteur LC1D09, Vérin pneumatique ISO 6432, Roulement SKF 6205"
INT-01503,2024-11-16,CMP-009,Panne Hydraulique,45.25,Alexandre Petit,Graisse lithium NLGI 2
INT-01504,2024-12-16,PMP-004,,1.75,Céline Lefebvre,Filtre hydraulique HF35
INT-01505,2024-09-12,CMP-002,Défaut Capteur,5.25,Marie Simon,Aucune
INT-01506,2024-08-19,PMP-005,Usure Normale,0.75,Céline Lefebvre,Electrovanne 5/2
INT-01507,11-09-2024,CNC-010,Panne Mécanique,2.00,Pierre Rodriguez,Disjoncteur C16
INT-01508,2024-12-26,CVY-006,Défaut Capteur,23.75,Nicolas Michel,Roulement SKF 6205
INT-01509,2024-06-15,PMP-001,,47 heures 45 min,Julie Moreau,
INT-01510,2024-05-04,CMP-004,Panne Hydraulique,12 heures 30 min,Isabelle Garcia,Graisse lithium NLGI 2
INT-01511,2024-03-31,CVY-010,Fuite,34.75,Thomas Laurent,"Huile ISO VG 68, Vérin pneumatique ISO 6432"
INT-01512,2024-04-15,MOT-005,Défaut Capteur,45 heures 0 min,Julie Moreau,"Câble 3G2.5, Capteur inductif M12"
INT-01513,2024-11-28,CNC-002,Vibrations Anormales,31.00,Marie SIMON,Huile ISO VG 68
INT-01514,2024-08-25,CNC-008,Vibrations Anormales,21.00,Martin Dupont,Courroie HTD 800-8M
INT-01515,15.02.2024,CNC-007,Panne Électrique,42.50,Marie Simon,Graisse lithium NLGI 2; Electrovanne 5/2; Joint torique NBR 40x3
INT-01516,2024-05-05,CVY-006,Usure Normale,7.50,Isabelle Garcia,Huile ISO VG 68
INT-01517,2024-09-24,CNC-008,Fuite,45.0.00,Isabelle Garcia,Vérin pneumatique ISO 6432
INT-01518,2024-10-09,CNC-006,Fuite,48.25,M. Dupont,Electrovanne 5/2
INT-01519,2024-07-02,CVY-007,Panne Électrique,2.00,Isabelle Garcia,Aucune
INT-01520,2024-11-19,PMP-004,Défaut Capteur,37.75,Céline Lefebvre,"Vérin pneumatique ISO 6432, Disjoncteur C16, Huile ISO VG 68"
INT-01521,2024-04-09,MOT-006,Panne Mécanique,10.00,Sophie Bernard,Capteur inductif M12
INT-01522,2024-06-25,MOT-004,Panne Électrique,24.25,Marie SIMON,Filtre hydraulique HF35
INT-01523,2024-03-25,CVY-004,Défaut Lubrification,22.50,Martin Dupont,N/A
INT-01524,2024-05-30,MOT-008,Surchauffe,20.0,Céline Lefebvre,"Relais temporisé, Electrovanne 5/2"
INT-01525,2024-01-22,CMP-005,Panne Electrique,10 heures 15 min,Isabelle Garcia,"Courroie HTD 800-8M, Variateur ATV320"
INT-01526,2024-06-03,CMP-003,Défaut Lubrification,41.75,Sophie Bernard,Electrovanne 5/2
INT-01527,2024-04-01,CMP-003,,30.75,Isabelle Garcia,Filtre hydraulique HF35
INT-01528,2024-05-01,MOT-010,Usure Normale,16.50,Sophie Bernard,"Huile ISO VG 68, Courroie HTD 800-8M"
INT-01529,2024-05-26,CNC-004,Surchauffe,35:45,Pierre Rodriguez,
INT-01530,2024-10-14,CVY-001,Panne Électrique,17.25,Céline Lefebvre,Courroie HTD 800-8M
INT-01531,2024-03-05,PMP-006,Panne Hydraulique,24.00,Nicolas Michel,"Disjoncteur C16, Contacteur LC1D09"
INT-01532,2024-10-29,CVY-001,Fuites,31.75,Alexandre Petit,Graisse lithium NLGI 2
INT-01533,2024-09-04,CMP-001,Panne Mécanique,47.50,Sophie Bernard,Electrovanne 5/2
INT-01534,2024-04-09,CVY-009,Panne Hydraulique,41.50,Pierre Rodriguez,Câble 3G2.5
INT-01535,2024-09-03,CMP-005,Fuite,1.00,Céline Lefebvre,Contacteur LC1D09
INT-01536,2024-05-23,MOT-001,Panne Pneumatique,35.50,Isabelle Garcia,Contacteur LC1D09
INT-01537,2024-05-06,CNC-009,Panne Électrique,14.25,Sophie Bernard,Fusible 10A
INT-01538,2024-09-24,CNC-001,Vibrations Anormales,7.25,Alexandre Petit,Contacteur LC1D09
INT-01539,2024-12-07,MOT-006,Panne Mecanique,42.50,RODRIGUEZ,"Electrovanne 5/2, Courroie HTD 800-8M"
INT-01540,2024-09-12,CNC-010,Surchauffe,29.00,Sophie Bernard,Roulement SKF 6205
INT-01541,2024-12-29,MOT-008,Surchauffe,39:30,Nicolas Michel,Graisse lithium NLGI 2
INT-01542,07/05/2024,PMP-005,Usure Normale,38.50,Julie Moreau,"Roulement SKF 6205, Fusible 10A"
INT-01543,2024-01-08,CMP-006,Panne Hydraulique,21.25,Isabelle Garcia,Relais temporisé
INT-01544,2024-01-19,CVY-002,Défaut Capteur,19.25,Nicolas Michel,"Relais temporisé, Capteur inductif M12"
INT-01545,2024-02-29,CMP-006,Panne Mécanique,15.00,Martin Dupont,Contacteur LC1D09
INT-01546,2024-07-30,MOT-010,Panne Pneumatique,24.50,Sophie Bernard,Huile ISO VG 68
INT-01547,2024-02-27,CMP-008,Panne Pneumatique,2.50,Marie Simon,Capteur inductif M12
INT-01548,2024-07-01,CVY-003,Fuite,20.25,Pierre Rodriguez,Courroie HTD 800-8M
INT-01549,2024-04-05,CMP-008,PANNE HYDRAULIQUE,24.50,RODRIGUEZ,Câble 3G2.5
INT-01550,2024-08-14,CVY-001,Fuite,41.00,Marie Simon,-
INT-01551,2024-07-10,PMP-007,Panne Électrique,17.50,Pierre Rodriguez,"Huile ISO VG 68, Câble 3G2.5"
INT-01552,2024-12-17,MOT-006,Fuite,39.25,julie moreau,Vérin pneumatique ISO 6432
INT-01553,2024-06-29,CMP-001,Panne Hydraulique,11.25,Thomas Laurent,
INT-01554,2024-09-24,CVY-002,Vibrations Anormales,33.75,Isabelle Garcia,Huile ISO VG 68
INT-01555,2024-06-03,CNC-008,Usure Normale,12.00,Alexandre Petit,Huile ISO VG 68
INT-01556,2024-10-25,PMP-009,Panne Mécanique,11.25,Marie SIMON,"Electrovanne 5/2, Contacteur LC1D09"
INT-01557,2024-08-05,CMP-006,panne pneumatique,43.00,Marie Simon,"Variateur ATV320, Courroie HTD 800-8M"
INT-01558,2024-07-06,MOT-002,Défaut Lubrification,7.75,Marie Simon,Contacteur LC1D09
INT-01559,2024-08-08,CNC-007,Défaut Capteur,16 heures 45 min,Pierre Rodriguez,Joint torique NBR 40x3
INT-01560,2024-02-25,MOT-008,Fuite,43.25,Marie Simon,
INT-01561,2024-09-27,PMP-007,Défaut Capteur,28.75,Isabelle Garcia,
INT-01562,2024-12-05,CNC-002,Panne Électrique,11.50,Alexandre Petit,"Vérin pneumatique ISO 6432, Roulement SKF 6205"
INT-01563,2024-03-11,CMP-001,Vibrations Anormales,35.00,M. Dupont,N/A
INT-01564,2024-06-16,PMP-006,Surchauffe,41.50,Isabelle Garcia,"Contacteur LC1D09, Roulement SKF 6205"
INT-01565,2024-12-02,CNC-005,Vibrations Anormales,19.50,Céline Lefebvre,"Variateur ATV320, Relais temporisé"
INT-01566,2024-07-20,CVY-003,Panne Pneumatique,27.50,Céline Lefebvre,Electrovanne 5/2
INT-01567,2024-11-14,PMP-009,Fuite,31.0,Nicolas Michel,Variateur ATV320 | Electrovanne 5/2
INT-01568,2024-09-07,CNC-007,Usure Normale,8.50,Sophie Bernard,Variateur ATV320
INT-01569,2024-09-03,CMP-009,Défaut Lubrification,12.00,Nicolas Michel,Variateur ATV320
INT-01570,2024-01-05,CVY-007,Fuite,1.50,Isabelle Garcia,Variateur ATV320
INT-01571,2024-11-19,CMP-009,Panne Mécanique,28.50,Martin Dupont,"Disjoncteur C16, Filtre hydraulique HF35, Electrovanne 5/2"
INT-01572,2024-05-15,PMP-003,Panne Mecanique,32.00,Sophie Bernard,"Electrovanne 5/2, Capteur inductif M12"
INT-01573,2024-09-10,CMP-009,Fuite,4.50,Nicolas Michel,Contacteur LC1D09
INT-01574,2024-01-11,CMP-009,Panne Mécanique,30.25,Pierre Rodriguez,"Huile ISO VG 68, Joint torique NBR 40x3"
INT-01575,2024-05-23,CMP-006,Panne Hydraulique,44.00,Julie Moreau,
INT-01576,2024-01-26,CNC-008,Défaut Lubrification,5.00,Isabelle Garcia,"Joint torique NBR 40x3, Electrovanne 5/2, Capteur inductif M12"
INT-01577,2024-03-06,MOT-008,Vibration Anormale,5.50,Céline Lefebvre,"Graisse lithium NLGI 2, Roulement SKF 6205"
INT-01578,2024-04-13,MOT-005,Panne Électrique,3.50,Marie Simon,"Huile ISO VG 68, Capteur inductif M12, Filtre hydraulique HF35"
INT-01579,2024-11-01,CVY-007,Surchauffe,24.25,Martin Dupont,"Variateur ATV320, Courroie HTD 800-8M"
INT-01580,2024-05-19,CMP-003,Usure normale,1.75,Thomas Laurent,"Capteur inductif M12, Graisse lithium NLGI 2"
INT-01581,2024-05-27,CNC-003,Panne Hydraulique,31.00,Celine Lefebvre,"Câble 3G2.5, Roulement SKF 6205"
INT-01582,2024-10-31,CNC-002,Panne Pneumatique,44.25,Thomas Laurent,"Disjoncteur C16, Variateur ATV320, Huile ISO VG 68"
INT-01583,2024-07-15,CVY-008,Défaut Capteur,35.50,A. PETIT,Vérin pneumatique ISO 6432
INT-01584,2024-01-13,CNC-006,Panne Électrique,27.00,Céline Lefebvre,Joint torique NBR 40x3
INT-01585,2024-04-30,MOT-010,Usure Normale,26.75,Nicolas Michel,"Câble 3G2.5, Contacteur LC1D09"
INT-01586,2024-01-16,CVY-006,Défaut Lubrification,30.50,Julie Moreau,Variateur ATV320
INT-01587,2024-02-22,CMP-010,Défaut Capteur,25.75,Céline Lefebvre,"Joint torique NBR 40x3, Contacteur LC1D09, Relais temporisé"
INT-01588,2024-10-30,MOT-009,Panne Mecanique,22.75,Martin Dupont,Aucune
INT-01589,2024-07-13,MOT-003,,17.50,A. PETIT,Aucune
INT-01590,2024-05-01,PMP-010,Usure Normale,47.50,Céline Lefebvre,Graisse lithium NLGI 2
INT-01591,2024-11-02,CNC-003,Surchauffe,18:45,Martin Dupont,-
INT-01592,2024-06-20,CNC-006,Panne Mécanique,35.50,Isabelle Garcia,Fusible 10A
INT-01593,2024-11-21,PMP-008,Vibrations Anormales,24.75,Martin Dupont,"Fusible 10A, Huile ISO VG 68"
INT-01594,2024-03-09,CVY-009,Surchauffe,26:30,Thomas Laurent,Roulement SKF 6205
INT-01595,2024-03-24,PMP-010,Défaut Capteur,43.50,Nicolas Michel,Electrovanne 5/2
INT-01596,2024-12-24,PMP-008,Usure Normale,19.00,Nicolas Michel,Electrovanne 5/2
INT-01597,2024-09-28,MOT-010,Panne Hydraulique,15:45,Thomas Laurent,Fusible 10A
INT-01598,13.02.2024,CMP-008,Surchauffe,38.25,Martin Dupont,"Disjoncteur C16, Graisse lithium NLGI 2, Contacteur LC1D09"
INT-01599,2024-06-17,MOT-004,Panne Électrique,6.75,Julie Moreau,"Huile ISO VG 68, Graisse lithium NLGI 2, Capteur inductif M12"
